ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSNFLAG,HCNFLAG,WMOID,x,y,x_group,y_group,xy_group,hash
AJ000037978,39.7,48.6,2.0,,GYOYTAPA,,,37978.0,4157897.569922643,4414444.8238504,4134933.4777530655 to 4232266.906469432,4329600.335185796 to 4426933.763902162,"4134933.4777530655 to 4232266.906469432, 4329600.335185796 to 4426933.763902162",9c7c70bd55b24e8ab677130b9db6aa5c00e73b497318ee85e034bf6a
AJ000037985,38.75,48.817,-12.0,,LANKARAN,,,37985.0,4233377.06361096,4308809.494312417,4232266.906469431 to 4329600.335185797,4232266.906469431 to 4329600.335185797,"4232266.906469431 to 4329600.335185797, 4232266.906469431 to 4329600.335185797",53a2b340b58f987cb7105cc58f626162a88ffd9468528b7e83ada9fa
AJ000037989,38.5,48.9,-22.0,,ASTARA,GSN,,37989.0,4255384.578745081,4281010.723381369,4232266.906469431 to 4329600.335185797,4232266.906469431 to 4329600.335185797,"4232266.906469431 to 4329600.335185797, 4232266.906469431 to 4329600.335185797",53a2b340b58f987cb7105cc58f626162a88ffd9468528b7e83ada9fa
ALM00013615,41.415,19.721,38.4,,TIRANA RINAS,GSN,,13615.0,1644522.5351098464,4605144.392437387,1604264.331127569 to 1701597.759843935,4524267.1926185265 to 4621600.621334893,"1604264.331127569 to 1701597.759843935, 4524267.1926185265 to 4621600.621334893",f336d7b21072cbab80f38cf9f0b2e069758bbd38dc8a541f2c30a664
AM000037682,40.783,43.833,1866.0,,AMASIA,,,37682.0,3690549.3597691446,4534869.099523699,3648266.3341712393 to 3745599.762887605,4524267.1926185265 to 4621600.621334893,"3648266.3341712393 to 3745599.762887605, 4524267.1926185265 to 4621600.621334893",816bdfd5dd24b68881fc9ba08aefaf44cfa8eb79cfebd9a3e3922c99
AM000037699,40.533,44.383,1892.0,,APARAN,,,37699.0,3750887.1255444176,4507070.328592651,3745599.7628876045 to 3842933.1916039702,4426933.763902161 to 4524267.192618527,"3745599.7628876045 to 3842933.1916039702, 4426933.763902161 to 4524267.192618527",51ef3dda38294e525e269721572bfdc2164784922f73bcb734eec011
AM000037704,40.817,44.5,1379.0,,VANADZOR,,,37704.0,3744789.2348030354,4538649.732370321,3648266.3341712393 to 3745599.762887605,4524267.1926185265 to 4621600.621334893,"3648266.3341712393 to 3745599.762887605, 4524267.1926185265 to 4621600.621334893",816bdfd5dd24b68881fc9ba08aefaf44cfa8eb79cfebd9a3e3922c99
AM000037711,40.867,45.15,733.0,,IDJEVAN,,,37711.0,3796623.2223665304,4544209.48655653,3745599.7628876045 to 3842933.1916039702,4524267.1926185265 to 4621600.621334893,"3745599.7628876045 to 3842933.1916039702, 4524267.1926185265 to 4621600.621334893",9d959b55a10dc7510e9976d69f64a5015cc134834e8ebc889c7a649d
AM000037781,40.5,44.2,3223.0,,ARAGAC VISOKOGORNAYA,GSN,,37781.0,3737260.5014097374,4503400.890829752,3648266.3341712393 to 3745599.762887605,4426933.763902161 to 4524267.192618527,"3648266.3341712393 to 3745599.762887605, 4426933.763902161 to 4524267.192618527",f04165d2abb85550657b45e609d7513ed2b6d7504363f16e99d0974b
AM000037787,40.133,44.05,865.0,,ARMAVIR,,,37787.0,3744876.9639209085,4462592.295102974,3648266.3341712393 to 3745599.762887605,4426933.763902161 to 4524267.192618527,"3648266.3341712393 to 3745599.762887605, 4426933.763902161 to 4524267.192618527",f04165d2abb85550657b45e609d7513ed2b6d7504363f16e99d0974b
AM000037789,40.2,44.5,1113.0,,YEREVAN,,,37789.0,3779401.16917441,4470042.3657124955,3745599.7628876045 to 3842933.1916039702,4426933.763902161 to 4524267.192618527,"3745599.7628876045 to 3842933.1916039702, 4426933.763902161 to 4524267.192618527",51ef3dda38294e525e269721572bfdc2164784922f73bcb734eec011
AM000037792,40.483000000000004,44.75,1761.0,,HRAZDAN,,,37792.0,3784723.5546376016,4501510.574406441,3745599.7628876045 to 3842933.1916039702,4426933.763902161 to 4524267.192618527,"3745599.7628876045 to 3842933.1916039702, 4426933.763902161 to 4524267.192618527",51ef3dda38294e525e269721572bfdc2164784922f73bcb734eec011
AM000037801,40.35,45.1331,1961.0,,GAVAR,,,37801.0,3824677.0398723898,4486721.628271123,3745599.7628876045 to 3842933.1916039702,4426933.763902161 to 4524267.192618527,"3745599.7628876045 to 3842933.1916039702, 4426933.763902161 to 4524267.192618527",51ef3dda38294e525e269721572bfdc2164784922f73bcb734eec011
AM000037897,39.533,46.016999999999996,1581.0,,SISIAN,,,37897.0,3946422.9393845154,4395875.244868459,3940266.620320335 to 4037600.0490367007,4329600.335185796 to 4426933.763902162,"3940266.620320335 to 4037600.0490367007, 4329600.335185796 to 4426933.763902162",3c89603e8ed8a90009039cf7d749f86d3d0216fe7dbcc44c7cb1200f
AM000037959,39.2,46.433,706.0,,KAPAN,,,37959.0,4001132.4134330754,4358847.281988304,3940266.620320335 to 4037600.0490367007,4329600.335185796 to 4426933.763902162,"3940266.620320335 to 4037600.0490367007, 4329600.335185796 to 4426933.763902162",3c89603e8ed8a90009039cf7d749f86d3d0216fe7dbcc44c7cb1200f
AMM00037717,40.567,45.0,1917.0,,SEVAN OZERO,,,37717.0,3801100.527784862,4510850.961439273,3745599.7628876045 to 3842933.1916039702,4426933.763902161 to 4524267.192618527,"3745599.7628876045 to 3842933.1916039702, 4426933.763902161 to 4524267.192618527",51ef3dda38294e525e269721572bfdc2164784922f73bcb734eec011
AO000066160,-8.85,13.232999999999999,74.0,,LUANDA,GSN,,66160.0,1453926.2596905143,-984076.4909590939,1409597.4736948386 to 1506930.9024112045,-1023738.2442142926 to -926404.8154979267,"1409597.4736948386 to 1506930.9024112045, -1023738.2442142926 to -926404.8154979267",b2760c868966c75b7c5717528056b83298fc19981ccac51c23ebc54f
AO000066390,-14.933,13.567,1761.0,,LUBANGO (SA DA BAND,GSN,,66390.0,1457635.542382555,-1660476.1852533503,1409597.4736948386 to 1506930.9024112045,-1705072.2452288494 to -1607738.8165124834,"1409597.4736948386 to 1506930.9024112045, -1705072.2452288494 to -1607738.8165124834",98b6479da2028fea1736224522a2cd32a22a38ae69fe0b88e9c75715
AO000066422,-15.2,12.15,45.0,,MOCAMEDES,GSN,,66422.0,1303756.8422616036,-1690165.2726077093,1214930.616262108 to 1312264.044978474,-1705072.2452288494 to -1607738.8165124834,"1214930.616262108 to 1312264.044978474, -1705072.2452288494 to -1607738.8165124834",dfc34c219f569d03c4df52394997a2a700c07e3f62ee13b190ca91f5
AQW00061705,-14.3306,-170.7136,3.7,AS,PAGO PAGO WSO AP,GSN,,91765.0,-18391847.061671626,-1593492.2668178976,-18446421.984443672 to -18349088.555727307,-1607738.816512484 to -1510405.3877961182,"-18446421.984443672 to -18349088.555727307, -1607738.816512484 to -1510405.3877961182",7fb57966dc83232bccd77287b10608f672245d5fe93192eb1fe9a347
AR000000011,-30.267,-57.65,53.0,,MONTE CASEROS AERO,,,87393.0,-5536569.7420695685,-3365541.5990801016,-5598409.393883459 to -5501075.965167093,-3457073.962123424 to -3359740.533407058,"-5598409.393883459 to -5501075.965167093, -3457073.962123424 to -3359740.533407058",8fe6b756a8898bcd932add130bb9fd649ff45cd89d47e44887bd9409
AR000087007,-22.1,-65.6,3479.0,,LA QUIACA OBSERVATO,GSN,,87007.0,-6758468.121582128,-2457411.3503046306,-6766410.538479842 to -6669077.109763476,-2483739.6749597713 to -2386406.2462434056,"-6766410.538479842 to -6669077.109763476, -2483739.6749597713 to -2386406.2462434056",1e811e27faecf95d212f0ea8bb9f86be2487e015d2a686549ad61d1c
AR000087078,-24.7,-60.583,130.0,,LAS LOMITAS,GSN,,87078.0,-6120194.18964161,-2746518.5679875277,-6182409.966181651 to -6085076.537465285,-2775739.961108867 to -2678406.5323925014,"-6182409.966181651 to -6085076.537465285, -2775739.961108867 to -2678406.5323925014",0048c3a503f19364d0ff0e97ee8527ae663580f859dc853a39add388
AR000087129,-27.767,-64.3,200.0,,SANTIAGO DEL ESTERO,,,87149.0,-6326535.412863905,-3087553.889769623,-6377076.823614381 to -6279743.394898015,-3165073.675974328 to -3067740.2472579624,"-6377076.823614381 to -6279743.394898015, -3165073.675974328 to -3067740.2472579624",3770b1617511b40d723eeb07fe5eda6c3b2fbef1214dcbf66415f24c
AR000087155,-27.45,-59.05,53.0,,RESISTENCIA AERO,GSN,,87155.0,-5826818.540707274,-3052305.048229054,-5890409.680032555 to -5793076.251316189,-3067740.247257963 to -2970406.818541597,"-5890409.680032555 to -5793076.251316189, -3067740.247257963 to -2970406.818541597",b3dc91afb750ac1297e58077dc88521aecdf53fff0125903a53c71a5
AR000087217,-29.383000000000003,-66.817,438.0,,LA RIOJA AERO.,GSN,,87217.0,-6473958.224420846,-3267245.1450679167,-6474410.2523307465 to -6377076.82361438,-3359740.5334070586 to -3262407.104690693,"-6474410.2523307465 to -6377076.82361438, -3359740.5334070586 to -3262407.104690693",b0c57de44e2a79f83512cfde26529827120a937714a845b0f38b36e9
AR000087257,-29.883000000000003,-61.95,88.0,,CERES AERO,GSN,,87257.0,-5972667.556085782,-3322842.6869300124,-5987743.10874892 to -5890409.680032554,-3359740.5334070586 to -3262407.104690693,"-5987743.10874892 to -5890409.680032554, -3359740.5334070586 to -3262407.104690693",3579f3c48d8ac70c30c68a933d084eba0e38d07d307cdfd1d074b649
AR000087270,-29.183000000000003,-59.7,53.0,,RECONQUISTA AERO,GSN,,87270.0,-5795719.866342094,-3245006.128323078,-5890409.680032555 to -5793076.251316189,-3262407.1046906933 to -3165073.6759743276,"-5890409.680032555 to -5793076.251316189, -3262407.1046906933 to -3165073.6759743276",b551b685844700db8e5b01b1eb47ac8d0c89ec377ae9490b6e1d974f
AR000087344,-31.316999999999997,-64.217,489.0,,CORDOBA AERO,GSN,,87344.0,-6100260.321258398,-3482296.4369905023,-6182409.966181651 to -6085076.537465285,-3554407.390839789 to -3457073.9621234233,"-6182409.966181651 to -6085076.537465285, -3554407.390839789 to -3457073.9621234233",a76f3788144a3bd1b450cdf0b18f6a90b39ec518cc4e21e31eb599b8
AR000087374,-31.783,-60.483000000000004,74.0,,PARANA AERO,GSN,,87374.0,-5716930.0005165255,-3534113.3460059757,-5793076.25131619 to -5695742.822599824,-3554407.390839789 to -3457073.9621234233,"-5793076.25131619 to -5695742.822599824, -3554407.390839789 to -3457073.9621234233",489c998c18ed9aaa99998b99404c1ec7cced6ba6df25db4ed755c3da
AR000087418,-32.833,-68.783,704.0,,MENDOZA AERO,GSN,,87418.0,-6426544.626805913,-3650868.1839163764,-6474410.2523307465 to -6377076.82361438,-3651740.8195561543 to -3554407.3908397886,"-6474410.2523307465 to -6377076.82361438, -3651740.8195561543 to -3554407.3908397886",e2347884b659844c1fde685af7cb1f3d8f8a0cadad3f986c029deed9
AR000087534,-34.133,-63.367,137.0,,LABOULAYE AERO,GSN,,87534.0,-5832318.801029645,-3795421.792757826,-5890409.680032555 to -5793076.251316189,-3846407.676988885 to -3749074.248272519,"-5890409.680032555 to -5793076.251316189, -3846407.676988885 to -3749074.248272519",799b616c285b54154c1309ea170d52b3fb0e669cea89ae69f47aa8b1
AR000087623,-36.567,-64.266,192.0,,SANTA ROSA AERO,GSN,,87623.0,-5739437.4691019235,-4066070.626542507,-5793076.25131619 to -5695742.822599824,-4138407.9631379806 to -4041074.534421615,"-5793076.25131619 to -5695742.822599824, -4138407.9631379806 to -4041074.534421615",76628f2c1f5239ef8da72d4cdb517368bee5817fb0c1832db584e6a6
AR000087692,-37.933,-57.583,22.0,,MAR DEL PLATA AERO,GSN,,87692.0,-5050196.965214225,-4217963.110909753,-5111742.250301633 to -5014408.821585267,-4235741.391854346 to -4138407.96313798,"-5111742.250301633 to -5014408.821585267, -4235741.391854346 to -4138407.96313798",fef326c534faa285a57289e863775cae8f85ffed039e673ac49faa04
AR000087715,-38.95,-68.133,273.0,,NEUQUEN AERO,GSN,,87715.0,-5891858.684817492,-4331048.511057256,-5987743.10874892 to -5890409.680032554,-4333074.820570711 to -4235741.391854345,"-5987743.10874892 to -5890409.680032554, -4333074.820570711 to -4235741.391854345",095a8c3980e672ef94a8d01711a4415b7b5b1411bcd30736b6838d18
AR000087803,-42.933,-71.15,799.0,,ESQUEL AERO,GSN,,87803.0,-5792432.460056125,-4773938.52953071,-5793076.25131619 to -5695742.822599824,-4819741.964152537 to -4722408.535436171,"-5793076.25131619 to -5695742.822599824, -4819741.964152537 to -4722408.535436171",de888628dd0afdfa8ed96593fef6d557d008da722f9fe45df4ff6305
AR000087828,-43.2,-65.266,43.0,,TRELEW AERO,GSN,,87828.0,-5290313.646828673,-4803627.61688507,-5306409.1077343635 to -5209075.679017997,-4819741.964152537 to -4722408.535436171,"-5306409.1077343635 to -5209075.679017997, -4819741.964152537 to -4722408.535436171",0c420626c01db06956ab3a437aae21555fd371966a90a5b83ba277e8
AR000087860,-45.783,-67.5,58.0,,COMODORO RIVADAVIA,GSN,,87860.0,-5234286.221525729,-5090844.518144656,-5306409.1077343635 to -5209075.679017997,-5111742.250301633 to -5014408.821585267,"-5306409.1077343635 to -5209075.679017997, -5111742.250301633 to -5014408.821585267",bce47adf579de838e11e206fd4fd0277dd7e194b1896db705abb40a4
AR000087925,-51.617,-69.283,19.0,,RIO GALLEGOS AERO,GSN,,87925.0,-4783486.810386242,-5739556.636591588,-4819741.964152537 to -4722408.535436171,-5793076.25131619 to -5695742.822599824,"-4819741.964152537 to -4722408.535436171, -5793076.25131619 to -5695742.822599824",1d5174ec7b71c43b2c492ed54bc9eae8dca24a3f70a88cb6d2084246
AR000870470,-24.85,-65.483,1246.0,,SALTA AERO,GSN,,87047.0,-6607211.934132508,-2763197.830546157,-6669077.109763477 to -6571743.681047111,-2775739.961108867 to -2678406.5323925014,"-6669077.109763477 to -6571743.681047111, -2775739.961108867 to -2678406.5323925014",e017547b875d1ecbf14bbc969ddb8617632a15414d7f00e56832b7fb
AR000875850,-34.583,-58.483000000000004,25.0,,BUENOS AIRES OBSERV,,,87585.0,-5353969.391251082,-3845459.5804337114,-5403742.536450729 to -5306409.107734363,-3846407.676988885 to -3749074.248272519,"-5403742.536450729 to -5306409.107734363, -3846407.676988885 to -3749074.248272519",32a7f60486d2b48298d57c8e9d0d4c71759786c5a740824722e2468c
AR000877500,-38.733000000000004,-62.167,75.0,,BAHIA BLANCA AERO,GSN,,87750.0,-5392363.540681046,-4306919.177889107,-5403742.536450729 to -5306409.107734363,-4333074.820570711 to -4235741.391854345,"-5403742.536450729 to -5306409.107734363, -4333074.820570711 to -4235741.391854345",785535f68e538c0d39d2598c16f57965fcd069c9e1a406c58043cf1e
ARM00087016,-23.153000000000002,-64.329,356.0,,ORAN,,,87016.0,-6576947.399156989,-2574499.773466204,-6669077.109763477 to -6571743.681047111,-2581073.1036761366 to -2483739.674959771,"-6669077.109763477 to -6571743.681047111, -2581073.1036761366 to -2483739.674959771",32dc6c290804bae862b4035562a23f992ddcea8a7da4bf1bbf139eeb
ARM00087022,-22.62,-63.794,449.0,,GENERAL ENRIQUE MOSCONI TARTA,,,87022.0,-6547912.803965456,-2515232.7938412097,-6571743.681047112 to -6474410.252330746,-2581073.1036761366 to -2483739.674959771,"-6571743.681047112 to -6474410.252330746, -2581073.1036761366 to -2483739.674959771",686c062286bebf971574cc8241ea432aa9786c66230213d514de5b58
ARM00087046,-24.393,-65.098,920.2,,JUJUY,,,87046.0,-6592419.595078598,-2712381.677284201,-6669077.109763477 to -6571743.681047111,-2775739.961108867 to -2678406.5323925014,"-6669077.109763477 to -6571743.681047111, -2775739.961108867 to -2678406.5323925014",e017547b875d1ecbf14bbc969ddb8617632a15414d7f00e56832b7fb
ARM00087121,-26.840999999999998,-65.105,455.7,,TENIENTE BENJAMIN MATIENZO,,,87121.0,-6459409.065448286,-2984587.2422410212,-6474410.2523307465 to -6377076.82361438,-3067740.247257963 to -2970406.818541597,"-6474410.2523307465 to -6377076.82361438, -3067740.247257963 to -2970406.818541597",c267531c5660d8f21871d1e611ba70a7bd451258f17beb876c814801
ARM00087148,-26.733,-60.483000000000004,93.0,,PRESIDENCIA ROQUE SAENZ PENA,,,87148.0,-6006549.417582066,-2972578.173198809,-6085076.5374652855 to -5987743.108748919,-3067740.247257963 to -2970406.818541597,"-6085076.5374652855 to -5987743.108748919, -3067740.247257963 to -2970406.818541597",386d05106a586bab80acc72f4b9fb6dbf0a6ffa575cbd9e6af79b0ce
ARM00087162,-26.213,-58.228,59.1,,FORMOSA,,,87162.0,-5808800.711172425,-2914756.72966223,-5890409.680032555 to -5793076.251316189,-2970406.8185415976 to -2873073.389825232,"-5890409.680032555 to -5793076.251316189, -2970406.8185415976 to -2873073.389825232",43c7f0d1d26a5b71e838999acaf50cece9c80527ec65c0610c186fdb
ARM00087166,-27.445999999999998,-58.762,61.9,,CORRIENTES,,,87166.0,-5798610.11415524,-3051860.267894157,-5890409.680032555 to -5793076.251316189,-3067740.247257963 to -2970406.818541597,"-5890409.680032555 to -5793076.251316189, -3067740.247257963 to -2970406.818541597",b3dc91afb750ac1297e58077dc88521aecdf53fff0125903a53c71a5
ARM00087178,-27.386,-55.971000000000004,131.1,,POSADAS,GSN,,87178.0,-5526196.317899748,-3045188.562870706,-5598409.393883459 to -5501075.965167093,-3067740.247257963 to -2970406.818541597,"-5598409.393883459 to -5501075.965167093, -3067740.247257963 to -2970406.818541597",b4239527f8723b1c0f0d99b9d4ecf6b9fe2dbf61add55e38a4b619f4
ARM00087222,-28.596,-65.752,463.9,,CATAMARCA,,,87222.0,-6419440.498234334,-3179734.6141769774,-6474410.2523307465 to -6377076.82361438,-3262407.1046906933 to -3165073.6759743276,"-6474410.2523307465 to -6377076.82361438, -3262407.1046906933 to -3165073.6759743276",db81db484e16edf84b52161cbec512192403454eef2d7b86658ba891
ARM00087244,-29.9,-63.683,341.0,,VILLA MARIA DEL RIO,,,87244.0,-6138700.914864651,-3324733.003353323,-6182409.966181651 to -6085076.537465285,-3359740.5334070586 to -3262407.104690693,"-6182409.966181651 to -6085076.537465285, -3359740.5334070586 to -3262407.104690693",3cce4a723d66d75195a89a7408f3d7dca3af1ca00b6c358928a8bb76
ARM00087289,-29.689,-57.152,70.1,,PASO DE LOS LIBRES,GSN,,87289.0,-5520776.280443731,-3301270.840687519,-5598409.393883459 to -5501075.965167093,-3359740.5334070586 to -3262407.104690693,"-5598409.393883459 to -5501075.965167093, -3359740.5334070586 to -3262407.104690693",b799dd21269a7680db439f694b6cc7a6c380116d61e60019fd08efd9
ARM00087311,-31.570999999999998,-68.418,597.1,,SAN JUAN,,,87311.0,-6481738.371119672,-3510539.988256447,-6571743.681047112 to -6474410.252330746,-3554407.390839789 to -3457073.9621234233,"-6571743.681047112 to -6474410.252330746, -3554407.390839789 to -3457073.9621234233",cd40be96e450a4d3890f8003c8f2a466433d2d3630e442af235e449c
ARM00087320,-30.366999999999997,-66.283,461.0,,CHAMICAL AERO,,,87320.0,-6359169.283267106,-3376661.10745252,-6377076.823614381 to -6279743.394898015,-3457073.962123424 to -3359740.533407058,"-6377076.823614381 to -6279743.394898015, -3457073.962123424 to -3359740.533407058",f6654b9185c20881629431e422af11444b49960b6ed195b431bc30e0
ARM00087328,-31.945,-65.146,583.7,,VILLA DOLORES,,,87328.0,-6146870.307262688,-3552126.9495692947,-6182409.966181651 to -6085076.537465285,-3554407.390839789 to -3457073.9621234233,"-6182409.966181651 to -6085076.537465285, -3554407.390839789 to -3457073.9621234233",a76f3788144a3bd1b450cdf0b18f6a90b39ec518cc4e21e31eb599b8
ARM00087349,-31.666999999999998,-63.883,338.0,,PILAR OBSERVATORIO,,,87349.0,-6045864.763389027,-3521214.716293969,-6085076.5374652855 to -5987743.108748919,-3554407.390839789 to -3457073.9621234233,"-6085076.5374652855 to -5987743.108748919, -3554407.390839789 to -3457073.9621234233",834b8f33fd6bc02a76388936c14d938edb26373d45dd351fbba8be21
ARM00087395,-31.296999999999997,-57.997,34.1,,COMODORO PIERRESTEGUI,,,87395.0,-5510564.409513265,-3480072.5353160184,-5598409.393883459 to -5501075.965167093,-3554407.390839789 to -3457073.9621234233,"-5598409.393883459 to -5501075.965167093, -3554407.390839789 to -3457073.9621234233",9581bff4c382ab93ac4b9068c84f0add56b436ffcb0ee91d39b18508
ARM00087416,-33.083,-68.417,653.0,,SAN MARTIN,,,87416.0,-6374289.824590493,-3678666.9548474243,-6377076.823614381 to -6279743.394898015,-3749074.2482725196 to -3651740.819556154,"-6377076.823614381 to -6279743.394898015, -3749074.2482725196 to -3651740.819556154",8f9a9b9b9bc87f16c0028fa0483a53242b1c6afd39b8b0f9f09a4f6e
ARM00087436,-33.273,-66.35600000000001,709.9,,SAN LUIS,,,87436.0,-6168880.276290103,-3699794.0207550214,-6182409.966181651 to -6085076.537465285,-3749074.2482725196 to -3651740.819556154,"-6182409.966181651 to -6085076.537465285, -3749074.2482725196 to -3651740.819556154",ce363e62f775f504bb9f505e4aa67e51b1b6172072988daa814b8299
